brand,family,product_model,part_number,role,notes
AWB,GeniaAir,GeniaAir 5/1 AWB,0010016292,Heat Pump,
Saunier Duval,Semia Condens,Semia Condens 25-A (H-RO),0010016100,Boiler,
Saunier Duval,Thelia Condens,Thelia Condens 25-A (H-RO),0010016101,Boiler,
Saunier Duval,Thelia Condens,Thelia Condens 30-A (H-RO),0010016102,Boiler,
Saunier Duval,Thelia Condens,Thelia Condens 35-A (H-RO),0010016103,Boiler,
Saunier Duval,Examaster,Examaster,0020110658,Module,
Saunier Duval,MiLink Plus,,0020116884,Gateway,
Saunier Duval,Exacontrol,E7 C,0020118071,Regulator,
Saunier Duval,Exacontrol,E7R C,0020118072,Regulator,
Saunier Duval,Exacontrol,E7 C,0020118080,Regulator,
Saunier Duval,Examaster,Examaster,0020128485,Module,
Saunier Duval,ExaControl,E7(R)C,0020128488,Regulator,
Saunier Duval,MiLink,SR900,0020135099,Gateway,
Saunier Duval,Exacontrol,E7R C/SH,0020147973,Regulator,
Saunier Duval,MiLink v2,SR920,0020252925,Gateway,
Saunier Duval,MiLink v3,SR921,0020261008,Gateway,
Saunier Duval,MiLink v3,SR921,0020282697,Gateway,
Saunier Duval,MiLink Go,SR940f,0020292013,Gateway,
Vaillant,atmoCOMPACT,,0010002315,Boiler,
Vaillant,atmoCOMPACT,,0010002316,Boiler,
Vaillant,atmoCOMPACT,,0010002317,Boiler,
Vaillant,ecoTEC plus,ecoTEC plus 415,0010002460,Boiler,
Vaillant,ecoTEC plus,ecoTEC plus 418,0010002461,Boiler,
Vaillant,EUROBIG/SMALL,,0010002465,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010002498,Boiler,
Vaillant,ecoTEC exclusive,ecoTEC exclusive 832,0010002668,Boiler,
Vaillant,ecoTEC exclusive,ecoTEC exclusive 838,0010002669,Boiler,
Vaillant,ecoTEC plus,ecoTEC plus 428,0010002724,Boiler,
Vaillant,ecoTEC plus,ecoTEC plus 438,0010002725,Boiler,
Vaillant,geoTHERM,VWS 61/2,0010002778,Heat Pump,
Vaillant,geoTHERM,VWS 81/2,0010002779,Heat Pump,
Vaillant,geoTHERM,VWS 101/2,0010002780,Heat Pump,
Vaillant,geoTHERM,VWS 141/2,0010002781,Heat Pump,
Vaillant,geoTHERM,VWS 171/2,0010002782,Heat Pump,
Vaillant,geoTHERM,VWW 61/2,0010002789,Heat Pump,
Vaillant,geoTHERM,VWW 81/2,0010002790,Heat Pump,
Vaillant,geoTHERM,VWW 101/2,0010002791,Heat Pump,
Vaillant,geoTHERM,VWW 141/2,0010002792,Heat Pump,
Vaillant,geoTHERM,VWW 171/2,0010002793,Heat Pump,
Vaillant,,,0010003812,Boiler,
Vaillant,ecoCOMPACT,VSC DE 126/2-C140,0010003857,Boiler,
Vaillant,ecoCOMPACT,VSC DE 126/2-C140,0010003858,Boiler,
Vaillant,ecoCOMPACT,VSC AT 126/2-C140,0010003860,Boiler,
Vaillant,ecoCOMPACT2,,0010003861,Boiler,
Vaillant,ecoCOMPACT,VSC DE 196/2-C150,0010003862,Boiler,
Vaillant,ecoCOMPACT,VSC DE 196/2-C150,0010003863,Boiler,
Vaillant,ecoCOMPACT2,,0010003864,Boiler,
Vaillant,ecoCOMPACT,VSC AT 196/2-C150,0010003865,Boiler,
Vaillant,ecoCOMPACT2,,0010003869,Boiler,
Vaillant,ecoCOMPACT2,,0010003872,Boiler,
Vaillant,ecoCOMPACT2,,0010003874,Boiler,
Vaillant,ecoCOMPACT2,,0010003875,Boiler,
Vaillant,ecoCOMPACT2,,0010003876,Boiler,
Vaillant,ecoCOMPACT2,,0010003877,Boiler,
Vaillant,ecoCOMPACT2,,0010003878,Boiler,
Vaillant,ecoCOMPACT2,,0010003881,Boiler,
Vaillant,auroCOMPACT,VSC S 196/2-C 200,0010003882,Boiler,
Vaillant,auroCOMPACT/2,,0010003883,Boiler,
Vaillant,auroCOMPACT,VSC S 126/2-C 180,0010003886,Boiler,
Vaillant,auroCOMPACT,auroCOMPACT 126/2-C 180,0010003887,Boiler,
Vaillant,atmoTEC,VUW INT 240/3-3,0010003958,Boiler,
Vaillant,atmoTEC,VUW INT 240/3-3,0010003959,Boiler,
Vaillant,atmoTEC,VUW INT 280/3-3,0010003960,Boiler,
Vaillant,EUROBIG/SMALL,,0010003961,Boiler,
Vaillant,turboTEC,VUW INT 242/3-3,0010003962,Boiler,
Vaillant,turboTEC,VUW INT 282/3-3,0010003963,Boiler,
Vaillant,atmoTEC,VU INT 240/3-5,0010003964,Boiler,
Vaillant,atmoTEC,VU INT 280/3-5,0010003965,Boiler,
Vaillant,turboTEC,VU INT 122/3-5,0010003966,Boiler,
Vaillant,turboTEC,VU INT 202/3-5,0010003967,Boiler,
Vaillant,turboTEC,VU INT 242/3-5,0010003968,Boiler,
Vaillant,turboTEC,VU INT 282/3-5,0010003969,Boiler,
Vaillant,atmoTEC,VUW INT 200/3-5,0010003970,Boiler,
Vaillant,atmoTEC,VUW INT 240/3-5,0010003971,Boiler,
Vaillant,atmoTEC,VUW INT 280/3-5,0010003972,Boiler,
Vaillant,turboTEC,VUW INT 202/3-5,0010003973,Boiler,
Vaillant,turboTEC,VUW INT 242/3-5,0010003974,Boiler,
Vaillant,turboTEC,VUW INT 282/3-5,0010003975,Boiler,
Vaillant,turboTEC,VUW INT 322/3-5,0010003976,Boiler,
Vaillant,turboTEC,VUW INT 362/3-5,0010003977,Boiler,
Vaillant,EUROBIG/SMALL,,0010003991,Boiler,
Vaillant,EUROBIG/SMALL,,0010004015,Boiler,
Vaillant,EUROBIG/SMALL,,0010004016,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004110,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004111,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004112,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004113,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004114,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004121,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004122,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004123,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004124,Boiler,
Vaillant,ecoTEC/4 eGAS,,0010004125,Boiler,
Vaillant,ecoTEC exclusiv,VC 656/4-7,0010004126,Boiler,
Vaillant,ecoTEC exclusiv,VC 656/4-7,0010004127,Boiler,
Vaillant,,,0010004134,Boiler,
Vaillant,ecoTEC plus,VC DE 126/3-5,0010004276,Boiler,
Vaillant,ecoTEC plus,VC DE 126/3-5,0010004277,Boiler,
Vaillant,ecoTEC plus,VC DE 196/3-5,0010004279,Boiler,
Vaillant,ecoTEC plus,VC DE 196/3-5,0010004280,Boiler,
Vaillant,ecoTEC plus,VC 196/3-5 P,0010004281,Boiler,
Vaillant,ecoTEC plus,VC DE 246/3-5,0010004282,Boiler,
Vaillant,ecoTEC plus,VC DE 246/3-5,0010004283,Boiler,
Vaillant,ecoTEC plus,VC 306/3-5,0010004285,Boiler,
Vaillant,ecoTEC plus,VC 306/3-5 LL,0010004286,Boiler,
Vaillant,ecoTEC plus,VCW DE 196/3-5,0010004288,Boiler,
Vaillant,ecoTEC plus,VCW DE 196/3-5,0010004289,Boiler,
Vaillant,ecoTEC plus,VCW 196/3-5 P,0010004290,Boiler,
Vaillant,ecoTEC plus,VCW DE 246/3-5,0010004291,Boiler,
Vaillant,ecoTEC plus,VCW DE 246/3-5,0010004292,Boiler,
Vaillant,ecoTEC plus,VC AT 126/3-5,0010004336,Boiler,
Vaillant,ecoTEC plus,VC AT 196/3-5,0010004337,Boiler,
Vaillant,ecoTEC plus,VC AT 246/3-5,0010004338,Boiler,
Vaillant,ecoTEC plus,VCW AT 196/3-5,0010004339,Boiler,
Vaillant,ecoTEC plus,VCW AT 246/3-5,0010004340,Boiler,
Vaillant,,,0010005311,Boiler,
Vaillant,ecoCRAFT/3,,0010005400,Boiler,
Vaillant,ecoCRAFT/3,,0010005401,Boiler,
Vaillant,ecoCRAFT/3,,0010005402,Boiler,
Vaillant,ecoCRAFT/3,,0010005403,Boiler,
Vaillant,ecoCRAFT/3,,0010005404,Boiler,
Vaillant,ecoCRAFT/3,,0010005405,Boiler,
Vaillant,ecoCRAFT/3,,0010005406,Boiler,
Vaillant,ecoCRAFT/3,,0010005407,Boiler,
Vaillant,ecoCRAFT/3,,0010005408,Boiler,
Vaillant,ecoCRAFT/3,,0010005409,Boiler,
Vaillant,ecoTEC plus,VCI DE 196/3-5,0010005466,Boiler,
Vaillant,ecoTEC plus,VCI DE 196/3-5,0010005467,Boiler,
Vaillant,ecoTEC plus,VCI DE 246/3-5,0010005468,Boiler,
Vaillant,ecoTEC plus,VCI DE 246/3-5,0010005469,Boiler,
Vaillant,TEC/4,,0010006080,Boiler,
Vaillant,TEC/4,,0010006081,Boiler,
Vaillant,TEC/4,,0010006082,Boiler,
Vaillant,TEC/4,,0010006083,Boiler,
Vaillant,TEC/4,,0010006084,Boiler,
Vaillant,TEC/4,,0010006085,Boiler,
Vaillant,TEC/4,,0010006086,Boiler,
Vaillant,TEC/4,,0010006087,Boiler,
Vaillant,TEC/4,,0010006088,Boiler,
Vaillant,TEC/4,,0010006089,Boiler,
Vaillant,TEC/4,,0010006090,Boiler,
Vaillant,TEC/4,,0010006091,Boiler,
Vaillant,TEC/4,,0010006092,Boiler,
Vaillant,TEC/4,,0010006093,Boiler,
Vaillant,TEC/4,,0010006094,Boiler,
Vaillant,TEC/4,,0010006095,Boiler,
Vaillant,TEC/4,,0010006096,Boiler,
Vaillant,TEC/4,,0010006097,Boiler,
Vaillant,TEC/4,,0010006098,Boiler,
Vaillant,TEC/4,,0010006099,Boiler,
Vaillant,TEC/4,,0010006100,Boiler,
Vaillant,TEC/4,,0010006101,Boiler,
Vaillant,TEC/4,,0010006102,Boiler,
Vaillant,TEC/4,,0010006103,Boiler,
Vaillant,TEC/4,,0010006104,Boiler,
Vaillant,TEC/4,,0010006105,Boiler,
Vaillant,TEC/4,,0010006106,Boiler,
Vaillant,TEC/4,,0010006107,Boiler,
Vaillant,TEC/4,,0010006108,Boiler,
Vaillant,TEC/4,,0010006109,Boiler,
Vaillant,TEC/4,,0010006110,Boiler,
Vaillant,TEC/4,,0010006111,Boiler,
Vaillant,TEC/4,,0010006112,Boiler,
Vaillant,TEC/4,,0010006113,Boiler,
Vaillant,TEC/4,,0010006114,Boiler,
Vaillant,TEC/4,,0010006115,Boiler,
Vaillant,TEC/4,,0010006118,Boiler,
Vaillant,TEC/4,,0010006119,Boiler,
Vaillant,TEC/4,,0010006120,Boiler,
Vaillant,TEC/4,,0010006121,Boiler,
Vaillant,TEC/4,,0010006122,Boiler,
Vaillant,TEC/4,,0010006123,Boiler,
Vaillant,TEC/4,,0010006126,Boiler,
Vaillant,TEC/4,,0010006127,Boiler,
Vaillant,TEC/4,,0010006129,Boiler,
Vaillant,TEC/4,,0010006130,Boiler,
Vaillant,TEC/4,,0010006131,Boiler,
Vaillant,TEC/4,,0010006134,Boiler,
Vaillant,TEC/4,,0010006135,Boiler,
Vaillant,TEC/4,,0010006136,Boiler,
Vaillant,TEC/4,,0010006137,Boiler,
Vaillant,TEC/4,,0010006138,Boiler,
Vaillant,TEC/4,,0010006139,Boiler,
Vaillant,TEC/4,,0010006140,Boiler,
Vaillant,TEC/4,,0010006141,Boiler,
Vaillant,icoVIT/7,,0010006341,Boiler,
Vaillant,aguaFLOW,VPM 20/25 W,0010007267,Module,
Vaillant,aguaFLOW,VPM 30/35 W,0010007268,Module,
Vaillant,ecoVIT pneumatic/4,,0010007508,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007510,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007512,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007514,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007516,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007518,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007520,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007522,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007524,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007526,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007688,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007692,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007696,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007700,Boiler,
Vaillant,ecoVIT pneumatic/4,,0010007704,Boiler,
Vaillant,Panther,25KOV v.19,0010008045,Boiler,
Vaillant,Panther,25KOV v.19,0010008863,Boiler,
Vaillant,geoTHERM,VWS 61/3,0010009068,Heat Pump,
Vaillant,geoTHERM,VWS 81/3,0010009069,Heat Pump,
Vaillant,geoTHERM,VWS 101/3,0010009070,Heat Pump,
Vaillant,geoTHERM,VWS 141/3,0010009071,Heat Pump,
Vaillant,geoTHERM,VWS 171/3,0010009072,Heat Pump,
Vaillant,geoTHERM plus,VWS 62/3,0010009073,Heat Pump,
Vaillant,geoTHERM plus,VWS 82/3,0010009074,Heat Pump,
Vaillant,geoTHERM plus,VWS 102/3,0010009075,Heat Pump,
Vaillant,geoTHERM,VWW 61/3,0010009082,Heat Pump,
Vaillant,geoTHERM,VWW 81/3,0010009083,Heat Pump,
Vaillant,geoTHERM,VWW 101/3,0010009084,Heat Pump,
Vaillant,geoTHERM,VWW 141/3,0010009085,Heat Pump,
Vaillant,geoTHERM,VWW 171/3,0010009086,Heat Pump,
Vaillant,ecoCOMPACT2,,0010009340,Boiler,
Vaillant,ecoCOMPACT2,,0010009341,Boiler,
Vaillant,ecoCOMPACT2,,0010009342,Boiler,
Vaillant,ecoCOMPACT2,,0010009343,Boiler,
Vaillant,ecoCOMPACT2,,0010009344,Boiler,
Vaillant,ecoCOMPACT2,,0010009345,Boiler,
Vaillant,ecoCOMPACT2,,0010009346,Boiler,
Vaillant,ecoCOMPACT2,,0010009347,Boiler,
Vaillant,ecoCOMPACT2,,0010009348,Boiler,
Vaillant,ecoCOMPACT2,,0010009349,Boiler,
Vaillant,ecoCOMPACT2,,0010009350,Boiler,
Vaillant,auroCOMPACT/2,,0010009351,Boiler,
Vaillant,auroCOMPACT/2,,0010009352,Boiler,
Vaillant,ECOBIG pneumatisch,,0010010384,Boiler,
Vaillant,ecoTEC,,0010010392,Boiler,
Vaillant,ecoTEC,,0010010393,Boiler,
Vaillant,ecoTEC,,0010010394,Boiler,
Vaillant,ecoTEC,,0010010400,Boiler,
Vaillant,icoVIT two stage/7,,0010010674,Boiler,
Vaillant,icoVIT two stage/7,,0010010676,Boiler,
Vaillant,icoVIT two stage/7,,0010010678,Boiler,
Vaillant,ecoTEC plus,VM 806/5-5,0010010759,Boiler,
Vaillant,ecoTEC exclusive,VU OE 806/5-5,0010010764,Boiler,
Vaillant,ecoTEC plus,VM 1006/5-5,0010010772,Boiler,
Vaillant,ecoTEC exclusive,VU OE 1006/5-5,0010010777,Boiler,
Vaillant,ecoTEC plus,VM 1206/5-5,0010010784,Boiler,
Vaillant,ecoTEC exclusive,VU OE 1206/5-5,0010010789,Boiler,
Vaillant,,,0010011630,Boiler,
Vaillant,FM3 Functional Module,VR 70,0010011633,Control Centre,
Vaillant,,,0010011640,Boiler,
Vaillant,EcoTEC plus VHR,,0010011701,Boiler,
Vaillant,EcoTEC plus VHR,,0010011702,Boiler,
Vaillant,EcoTEC plus VHR,,0010011703,Boiler,
Vaillant,EcoTEC plus VHR,,0010011704,Boiler,
Vaillant,EcoTEC plus VHR,,0010011709,Boiler,
Vaillant,ecoTEC plus,VU INT II 146/5-5,0010011737,Boiler,
Vaillant,ecoTEC plus,VU INT II 206/5-5,0010011738,Boiler,
Vaillant,ecoTEC plus,VU INT II 256/5-5,0010011739,Boiler,
